areaname,musym,muname,muacres,farmlndcl,compname,nirrcapcl,nirrcapscl,PI
"Ashland County, Ohio",GfC,"Glenford silt loam, 6 to 12 percent slopes",540,Farmland of local importance,Glenford,3,e,75
"Ashland County, Ohio",AdE,"Alexandria silt loam, 18 to 25 percent slopes",520,Not prime farmland,Alexandria,6,e,59
"Ashland County, Ohio",Or,"Orrville silt loam, occasionally flooded",487,Prime farmland if drained,Orrville,2,w,72
"Ashland County, Ohio",GfA,"Glenford silt loam, 0 to 2 percent slopes",413,All areas are prime farmland,Glenford,1,NA,81
"Ashland County, Ohio",WeD,"Westmoreland silt loam, 15 to 25 percent slopes",412,Not prime farmland,Westmoreland,4,e,58
"Ashland County, Ohio",BrD,"Berks channery silt loam, 12 to 18 percent slopes",385,Not prime farmland,Berks,4,e,45
"Ashland County, Ohio",CvC,"Coshocton loam, 6 to 15 percent slopes",355,Not prime farmland,Coshocton,3,e,65
"Ashland County, Ohio",WuB,"Wooster-Riddles silt loams, 2 to 6 percent slopes",342,All areas are prime farmland,Riddles,2,e,83
"Ashland County, Ohio",WuB,"Wooster-Riddles silt loams, 2 to 6 percent slopes",342,All areas are prime farmland,Wooster,2,e,83
"Ashland County, Ohio",Ln,Linwood muck,293,Farmland of local importance,Linwood,2,w,83
"Ashland County, Ohio",Wb,Wallkill silt loam,289,Farmland of local importance,Wallkill,3,w,70
"Ashland County, Ohio",CeC3,"Cardington silty clay loam, 6 to 12 percent slopes, severely eroded",277,Not prime farmland,Cardington,4,e,50
"Ashland County, Ohio",OtC,"Oshtemo sandy loam, 6 to 12 percent slopes",260,Farmland of local importance,Oshtemo,3,e,60
"Ashland County, Ohio",ElE2,"Ellsworth silt loam, 12 to 25 percent slopes, eroded",226,Not prime farmland,Ellsworth,7,e,47
"Ashland County, Ohio",Os,Orrville Variant silt loam,209,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Orrville Variant,2,w,61
"Ashland County, Ohio",BzE,"Brownsville-Westmoreland complex, 18 to 25 percent slopes",203,Not prime farmland,Brownsville,4,e,52
"Ashland County, Ohio",BzE,"Brownsville-Westmoreland complex, 18 to 25 percent slopes",203,Not prime farmland,Westmoreland,4,e,52
"Ashland County, Ohio",RrC,"Rigley sandy loam, 6 to 12 percent slopes",180,Not prime farmland,Rigley,3,e,65
"Ashland County, Ohio",CvB,"Coshocton loam, 2 to 6 percent slopes",172,All areas are prime farmland,Coshocton,2,e,71
"Ashland County, Ohio",WuD2,"Wooster-Riddles silt loams, 12 to 18 percent slopes, eroded",162,Not prime farmland,Wooster,4,e,67
"Ashland County, Ohio",WuD2,"Wooster-Riddles silt loams, 12 to 18 percent slopes, eroded",162,Not prime farmland,Riddles,4,e,67
"Ashland County, Ohio",WuC,"Wooster-Riddles silt loams, 6 to 12 percent slopes",118,Not prime farmland,Wooster,3,e,77
"Ashland County, Ohio",WuC,"Wooster-Riddles silt loams, 6 to 12 percent slopes",118,Not prime farmland,Riddles,3,e,77
"Ashland County, Ohio",ByD,"Brownsville channery silt loam, 15 to 25 percent slopes",100,Not prime farmland,Brownsville,4,e,47
"Ashland County, Ohio",GaB,"Gilpin silt loam, 3 to 8 percent slopes",95,All areas are prime farmland,Gilpin,2,e,63
"Ashland County, Ohio",ElB,"Ellsworth silt loam, 2 to 6 percent slopes",90,All areas are prime farmland,Ellsworth,3,e,67
"Ashland County, Ohio",FbA,"Fitchville silt loam, 0 to 2 percent slopes",77,Prime farmland if drained,Fitchville,2,w,70
"Ashland County, Ohio",WcC2,"Wooster-Chili complex, 6 to 12 percent slopes, eroded",67,Not prime farmland,Chili,3,e,71
"Ashland County, Ohio",WcC2,"Wooster-Chili complex, 6 to 12 percent slopes, eroded",67,Not prime farmland,Wooster,3,e,71
"Ashland County, Ohio",WcD2,"Wooster-Chili complex, 12 to 18 percent slopes, eroded",63,Not prime farmland,Wooster,4,e,66
"Ashland County, Ohio",WcD2,"Wooster-Chili complex, 12 to 18 percent slopes, eroded",63,Not prime farmland,Chili,4,e,66
"Ashland County, Ohio",BoA,"Bennington-Tiro silt loams, 0 to 2 percent slopes",56,Prime farmland if drained,Tiro,2,w,65
"Ashland County, Ohio",BoA,"Bennington-Tiro silt loams, 0 to 2 percent slopes",56,Prime farmland if drained,Bennington,2,w,65
"Ashland County, Ohio",AmE,"Amanda loam, 18 to 25 percent slopes",52,Not prime farmland,Amanda,6,e,55
"Ashland County, Ohio",CmB,"Cidermill silt loam, 2 to 6 percent slopes",35,All areas are prime farmland,Cidermill,2,e,73
"Ashland County, Ohio",TkA,"Tiro silt loam, 0 to 2 percent slopes",34,Prime farmland if drained,Tiro,2,w,78
"Ashland County, Ohio",CgA,"Chili loam, 0 to 2 percent slopes",23,All areas are prime farmland,Chili,2,s,69
"Ashland County, Ohio",CgD2,"Chili loam, 12 to 18 percent slopes, eroded",22,Not prime farmland,Chili,4,e,54
"Ashland County, Ohio",ClD2,"Chili gravelly loam, 12 to 25 percent slopes, eroded",22,Not prime farmland,Chili,4,e,47
"Ashland County, Ohio",CmA,"Cidermill silt loam, 0 to 2 percent slopes",17,All areas are prime farmland,Cidermill,1,NA,76
"Ashland County, Ohio",CoD,"Chili and Conotton soils, 12 to 18 percent slopes",16,Not prime farmland,Chili,6,e,51
"Ashland County, Ohio",CoD,"Chili and Conotton soils, 12 to 18 percent slopes",16,Not prime farmland,Conotton,6,e,51
"Ashland County, Ohio",CgC2,"Chili loam, 6 to 12 percent slopes, eroded",14,Not prime farmland,Chili,3,e,59
"Ashland County, Ohio",CuE,"Chili-Amanda complex, 18 to 25 percent slopes",14,Not prime farmland,Chili,6,e,53
"Ashland County, Ohio",CuE,"Chili-Amanda complex, 18 to 25 percent slopes",14,Not prime farmland,Amanda,6,e,53
"Ashland County, Ohio",CxB,"Coshocton silt loam, 2 to 6 percent slopes",13,All areas are prime farmland,Coshocton,2,e,72
"Ashland County, Ohio",Om,"Orrville silt loam, frequently flooded",13,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Orrville,2,w,69
"Ashland County, Ohio",WtE,"Wooster silt loam, 18 to 25 percent slopes",13,Not prime farmland,Wooster,6,e,55
"Ashland County, Ohio",ClC,"Chili gravelly loam, 6 to 12 percent slopes",12,Not prime farmland,Chili,3,e,60
"Ashland County, Ohio",CoE,"Chili and Conotton soils, 18 to 25 percent slopes",12,Not prime farmland,Chili,7,e,46
"Ashland County, Ohio",CoE,"Chili and Conotton soils, 18 to 25 percent slopes",12,Not prime farmland,Conotton,7,e,46
"Ashland County, Ohio",BgB,"Bogart loam, 2 to 6 percent slopes",9,All areas are prime farmland,Bogart,2,e,69
"Ashland County, Ohio",HkA,"Haskins loam, 0 to 3 percent slopes",9,Prime farmland if drained,Haskins,2,w,77
"Ashland County, Ohio",Sk,"Shoals loam, coarse subsoil variant",9,Prime farmland if drained,Shoals Variant,2,w,62
"Ashland County, Ohio",CpB,"Chili silt loam, 2 to 6 percent slopes",8,All areas are prime farmland,Chili,2,e,67
"Ashland County, Ohio",GaC,"Gilpin silt loam, 6 to 12 percent slopes",8,Not prime farmland,Gilpin,3,e,61
"Ashland County, Ohio",GbC,"Gilpin silt loam, 8 to 15 percent slopes",8,Not prime farmland,Gilpin,3,e,59
"Ashland County, Ohio",AeD2,"Alexandria silty clay loam, 12 to 18 percent slopes, eroded",7,Not prime farmland,Alexandria,4,e,59
"Ashland County, Ohio",Cn,Condit silty clay loam,7,Prime farmland if drained,Condit,3,w,59
"Ashland County, Ohio",FbB,"Fitchville silt loam, 2 to 6 percent slopes",6,Prime farmland if drained,Fitchville,2,e,68
"Ashland County, Ohio",JoB,"Jimtown loam, 2 to 6 percent slopes",6,Prime farmland if drained,Jimtown,2,e,64
"Ashland County, Ohio",MeC2,"Mechanicsburg silt loam, 6 to 12 percent slopes, eroded",6,Not prime farmland,Mechanicsburg,3,e,66
"Ashland County, Ohio",JmA,"Jimtown loam, 0 to 3 percent slopes",4,Prime farmland if drained,Jimtown,2,w,66
"Ashland County, Ohio",LfB,"Latham silt loam, 2 to 6 percent slopes",4,All areas are prime farmland,Latham,3,e,64
"Ashland County, Ohio",WsC2,"Wooster silt loam, 6 to 12 percent slopes, moderately eroded",4,Not prime farmland,Wooster,3,e,73
"Ashland County, Ohio",CxC2,"Coshocton silt loam, 6 to 15 percent slopes, eroded",3,Not prime farmland,Coshocton,3,e,65
"Ashland County, Ohio",Fr,"Frenchtown silt loam, 0 to 2 percent slopes",3,Prime farmland if drained,Frenchtown,3,w,58
"Ashland County, Ohio",BnB2,"Bennington silt loam, 2 to 6 percent slopes, moderately eroded",2,Prime farmland if drained,Bennington,3,e,63
"Ashland County, Ohio",Crd1B1,"Cardington silt loam, 2 to 6 percent slopes",2,All areas are prime farmland,Cardington,2,e,69
"Ashland County, Ohio",SaD,"Schaffenaker loamy sand, 12 to 25 percent slopes",2,Not prime farmland,Schaffenaker,6,s,13
"Ashland County, Ohio",AdC2,"Alexandria silt loam, 6 to 12 percent slopes, moderately eroded",1,Not prime farmland,Alexandria,3,e,65
"Ashland County, Ohio",CsC,"Conotton gravelly loam, 2 to 12 percent slopes",1,Not prime farmland,Conotton,4,e,54
"Ashland County, Ohio",FgA,"Fitchville silt loam, gravelly subsoil, 0 to 2 percent slopes",1,Prime farmland if drained,Fitchville,2,w,68
"Ashland County, Ohio",HaA,"Haskins silt loam, 0 to 3 percent slopes",1,Prime farmland if drained,Haskins,2,w,77
"Ashland County, Ohio",LuE,"Lordstown and Loudonville silt loams, 18 to 25 percent slopes",1,Not prime farmland,Loudonville,6,e,47
"Ashland County, Ohio",LuE,"Lordstown and Loudonville silt loams, 18 to 25 percent slopes",1,Not prime farmland,Lordstown,4,e,47
"Ashland County, Ohio",OvB,"Oshtemo fine sandy loam, 2 to 6 percent slopes",1,All areas are prime farmland,Oshtemo,3,s,64
"Ashland County, Ohio",RoB,"Rawson loam, 2 to 6 percent slopes",1,All areas are prime farmland,Rawson,2,e,73
"Ashland County, Ohio",TvC,"Titusville silt loam, 6 to 12 percent slopes",1,Not prime farmland,Titusville,3,e,65
"Ashland County, Ohio",TyA,"Trumbull silty clay loam, 0 to 2 percent slopes",1,Not prime farmland,Trumbull,4,w,55
"Ashtabula County, Ohio",MhA,"Mill silt loam, 0 to 2 percent slopes",140326,Prime farmland if drained,Mill,4,w,56
"Ashtabula County, Ohio",PrB,"Platea-Darien silt loams, 2 to 6 percent slopes",96454,Farmland of unique importance,Darien,3,e,60
"Ashtabula County, Ohio",PrB,"Platea-Darien silt loams, 2 to 6 percent slopes",96454,Farmland of unique importance,Platea,3,e,60
"Ashtabula County, Ohio",WcA,"Wick silt loam, 0 to 2 percent slopes, frequently flooded",20230,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Wick,4,w,56
"Ashtabula County, Ohio",DeC,"Darien and Platea silt loams, 6 to 12 percent slopes",17621,Farmland of unique importance,Platea,3,e,57
"Ashtabula County, Ohio",DeC,"Darien and Platea silt loams, 6 to 12 percent slopes",17621,Farmland of unique importance,Darien,3,e,57
"Ashtabula County, Ohio",PrA,"Platea-Darien silt loams, 0 to 2 percent slopes",17588,Farmland of unique importance,Darien,3,w,62
"Ashtabula County, Ohio",PrA,"Platea-Darien silt loams, 0 to 2 percent slopes",17588,Farmland of unique importance,Platea,3,w,62
"Ashtabula County, Ohio",CtA,"Conneaut silt loam, 0 to 2 percent slopes",14097,Prime farmland if drained,Conneaut,3,w,59
"Ashtabula County, Ohio",VeB,"Venango silt loam, 2 to 6 percent slopes",13167,Prime farmland if drained,Venango,3,w,62
"Ashtabula County, Ohio",StA,"Stanhope silt loam, 0 to 2 percent slopes, frequently flooded",9919,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Stanhope,3,w,56
"Ashtabula County, Ohio",PaA,"Painesville fine sandy loam, 0 to 2 percent slopes",6447,Prime farmland if drained,Painesville,2,w,68
"Ashtabula County, Ohio",CkB,"Chenango gravelly loam, 2 to 6 percent slopes",5937,All areas are prime farmland,Chenango,2,s,61
"Ashtabula County, Ohio",CcA,"Canadice silt loam, 0 to 2 percent slopes",5898,Farmland of local importance,Canadice,4,w,52
"Ashtabula County, Ohio",OtA,"Otego silt loam, 0 to 2 percent slopes, frequently flooded",5318,Prime farmland if protected from flooding or not frequently flooded during the growing season,Otego,2,w,69
"Ashtabula County, Ohio",CaB,"Cambridge silt loam, 2 to 6 percent slopes",4754,All areas are prime farmland,Cambridge,2,e,64
"Ashtabula County, Ohio",SbA,"Sebring silt loam, 0 to 2 percent slopes",4626,Prime farmland if drained,Sebring,3,w,58
"Ashtabula County, Ohio",EnB,"Elnora loamy fine sand, 1 to 5 percent slopes",4414,Farmland of unique importance,Elnora,2,w,52
"Ashtabula County, Ohio",CeA,"Caneadea-Canadice silt loams, 0 to 2 percent slopes",4371,Farmland of local importance,Caneadea,3,w,55
"Ashtabula County, Ohio",CeA,"Caneadea-Canadice silt loams, 0 to 2 percent slopes",4371,Farmland of local importance,Canadice,4,w,55
"Ashtabula County, Ohio",PeD,"Pierpont silt loam, 12 to 18 percent slopes",3876,Farmland of local importance,Pierpont,4,e,53
"Ashtabula County, Ohio",FcA,"Fitchville silt loam, 0 to 2 percent slopes",3650,Prime farmland if drained,Fitchville,2,w,70
"Ashtabula County, Ohio",HaA,"Harbor fine sandy loam, 0 to 3 percent slopes",3368,All areas are prime farmland,Harbor,2,s,61
"Ashtabula County, Ohio",HoA,"Hornell silt loam, 0 to 2 percent slopes",3221,Prime farmland if drained,Hornell,3,w,55
"Ashtabula County, Ohio",CaC,"Cambridge silt loam, 6 to 12 percent slopes",3078,Farmland of local importance,Cambridge,3,e,62
"Ashtabula County, Ohio",TyB,"Tyner-Otisville complex, 2 to 6 percent slopes",2992,Farmland of unique importance,Tyner,3,s,43
"Ashtabula County, Ohio",TyB,"Tyner-Otisville complex, 2 to 6 percent slopes",2992,Farmland of unique importance,Otisville,4,s,43
"Ashtabula County, Ohio",RhB,"Red Hook silt loam, 2 to 6 percent slopes",2939,Prime farmland if drained,Red Hook,3,w,60
"Ashtabula County, Ohio",RhA,"Red Hook silt loam, 0 to 2 percent slopes",2642,Prime farmland if drained,Red Hook,3,w,63
"Ashtabula County, Ohio",CkC,"Chenango gravelly loam, 6 to 12 percent slopes",2441,Farmland of unique importance,Chenango,3,e,60
"Ashtabula County, Ohio",CdB,"Caneadea silt loam, 2 to 6 percent slopes",2168,Farmland of local importance,Caneadea,3,w,60
"Ashtabula County, Ohio",KfA,"Kingsville loamy fine sand, 0 to 2 percent slopes",1971,Farmland of unique importance,Kingsville,5,w,52
"Ashtabula County, Ohio",PrB2,"Platea-Darien silt loams, 2 to 6 percent slopes, eroded",1935,Farmland of unique importance,Darien,3,e,57
"Ashtabula County, Ohio",PrB2,"Platea-Darien silt loams, 2 to 6 percent slopes, eroded",1935,Farmland of unique importance,Platea,3,e,57
"Ashtabula County, Ohio",CoB,"Colonie loamy fine sand, 2 to 6 percent slopes",1893,Farmland of unique importance,Colonie,2,s,51
"Ashtabula County, Ohio",CdA,"Caneadea silt loam, 0 to 2 percent slopes",1785,Farmland of local importance,Caneadea,3,w,63
"Ashtabula County, Ohio",FcB,"Fitchville silt loam, 2 to 6 percent slopes",1652,Prime farmland if drained,Fitchville,2,e,68
"Ashtabula County, Ohio",CkA,"Chenango gravelly loam, 0 to 2 percent slopes",1256,All areas are prime farmland,Chenango,2,s,63
"Ashtabula County, Ohio",BkB,"Blakeslee silt loam, 2 to 6 percent slopes",1047,All areas are prime farmland,Blakeslee,2,e,69
"Ashtabula County, Ohio",DhB,"Darien-Hornell silt loams, 2 to 6 percent slopes",982,Prime farmland if drained,Darien,3,w,57
"Ashtabula County, Ohio",DhB,"Darien-Hornell silt loams, 2 to 6 percent slopes",982,Prime farmland if drained,Hornell,3,w,57
"Ashtabula County, Ohio",PeC2,"Pierpont silt loam, 6 to 12 percent slopes, eroded",970,Farmland of local importance,Pierpont,3,e,57
"Ashtabula County, Ohio",VeA,"Venango silt loam, 0 to 2 percent slopes",969,Prime farmland if drained,Venango,3,w,64
"Ashtabula County, Ohio",CkD,"Chenango gravelly loam, 12 to 18 percent slopes",908,Farmland of unique importance,Chenango,4,e,58
"Ashtabula County, Ohio",MtA,"Mitiwanga silt loam, 0 to 2 percent slopes",905,Prime farmland if drained,Mitiwanga,2,w,65
"Ashtabula County, Ohio",MtB,"Mitiwanga silt loam, 2 to 6 percent slopes",840,Prime farmland if drained,Mitiwanga,2,e,62
"Ashtabula County, Ohio",WeA,"Willette muck, 0 to 1 percent slopes",633,Not prime farmland,Willette,5,w,78
"Ashtabula County, Ohio",HoB,"Hornell silt loam, 2 to 6 percent slopes",614,Prime farmland if drained,Hornell,3,w,53
"Ashtabula County, Ohio",GfB,"Glenford silt loam, 2 to 6 percent slopes",528,All areas are prime farmland,Glenford,2,e,78
"Ashtabula County, Ohio",OrA,"Orrville silt loam, 0 to 2 percent slopes, frequently flooded",512,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Orrville,2,w,69
"Ashtabula County, Ohio",CoD,"Colonie loamy fine sand, 12 to 18 percent slopes",418,Farmland of unique importance,Colonie,4,e,45
"Ashtabula County, Ohio",CaD,"Cambridge silt loam, 12 to 18 percent slopes",403,Not prime farmland,Cambridge,4,e,56
"Ashtabula County, Ohio",GfA,"Glenford silt loam, 0 to 2 percent slopes",397,All areas are prime farmland,Glenford,1,NA,81
"Ashtabula County, Ohio",HmA,"Holly silt loam, 0 to 2 percent slopes, frequently flooded",397,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Holly,3,w,58
"Ashtabula County, Ohio",DeC2,"Darien and Platea silt loams, 6 to 12 percent slopes, eroded",362,Farmland of unique importance,Darien,3,e,54
"Ashtabula County, Ohio",DeC2,"Darien and Platea silt loams, 6 to 12 percent slopes, eroded",362,Farmland of unique importance,Platea,3,e,54
"Ashtabula County, Ohio",BkC,"Blakeslee silt loam, 6 to 12 percent slopes",285,Farmland of unique importance,Blakeslee,3,e,64
"Ashtabula County, Ohio",OuC,"Otisville gravelly sandy loam, 6 to 12 percent slopes",280,Not prime farmland,Otisville,4,s,33
"Ashtabula County, Ohio",CgA,"Carlisle muck, 0 to 1 percent slopes",263,Not prime farmland,Carlisle,5,w,68
"Ashtabula County, Ohio",BkA,"Blakeslee silt loam, 0 to 2 percent slopes",195,All areas are prime farmland,Blakeslee,1,NA,71
"Ashtabula County, Ohio",CfD2,"Cardinal silt loam, 12 to 18 percent slopes, eroded",163,Not prime farmland,Cardinal,6,e,30
"Ashtabula County, Ohio",HaC,"Harbor fine sandy loam, 6 to 12 percent slopes",152,Farmland of local importance,Harbor,3,e,57
"Ashtabula County, Ohio",CfC2,"Cardinal silt loam, 6 to 12 percent slopes, eroded",129,Farmland of local importance,Cardinal,4,e,42
"Ashtabula County, Ohio",GfC,"Glenford silt loam, 6 to 12 percent slopes",110,Farmland of local importance,Glenford,3,e,75
"Ashtabula County, Ohio",ToC,"Towerville silt loam, 6 to 12 percent slopes",91,Not prime farmland,Towerville,3,e,51
"Ashtabula County, Ohio",ToD,"Towerville silt loam, 12 to 18 percent slopes",80,Not prime farmland,Towerville,4,e,46
"Ashtabula County, Ohio",GfD,"Glenford silt loam, 12 to 18 percent slopes",63,Farmland of local importance,Glenford,4,e,65
"Athens County, Ohio",WhD,"Westmoreland-Guernsey silt loams, 15 to 25 percent slopes",21090,Farmland of local importance,Westmoreland,4,e,59
"Athens County, Ohio",WhD,"Westmoreland-Guernsey silt loams, 15 to 25 percent slopes",21090,Farmland of local importance,Guernsey,4,e,59
