areaname,musym,muname,muacres,farmlndcl,PI
"Ashland County, Ohio",GaB,"Gilpin silt loam, 3 to 8 percent slopes",95,All areas are prime farmland,63
"Ashland County, Ohio",ElB,"Ellsworth silt loam, 2 to 6 percent slopes",90,All areas are prime farmland,67
"Ashland County, Ohio",FbA,"Fitchville silt loam, 0 to 2 percent slopes",77,Prime farmland if drained,70
"Ashland County, Ohio",WcC2,"Wooster-Chili complex, 6 to 12 percent slopes, eroded",67,Not prime farmland,71
"Ashland County, Ohio",WcD2,"Wooster-Chili complex, 12 to 18 percent slopes, eroded",63,Not prime farmland,66
"Ashland County, Ohio",BoA,"Bennington-Tiro silt loams, 0 to 2 percent slopes",56,Prime farmland if drained,65
"Ashland County, Ohio",AmE,"Amanda loam, 18 to 25 percent slopes",52,Not prime farmland,55
"Ashland County, Ohio",CmB,"Cidermill silt loam, 2 to 6 percent slopes",35,All areas are prime farmland,73
"Ashland County, Ohio",TkA,"Tiro silt loam, 0 to 2 percent slopes",34,Prime farmland if drained,78
"Ashland County, Ohio",CgA,"Chili loam, 0 to 2 percent slopes",23,All areas are prime farmland,69
"Ashland County, Ohio",CgD2,"Chili loam, 12 to 18 percent slopes, eroded",22,Not prime farmland,54
"Ashland County, Ohio",ClD2,"Chili gravelly loam, 12 to 25 percent slopes, eroded",22,Not prime farmland,47
"Ashland County, Ohio",CmA,"Cidermill silt loam, 0 to 2 percent slopes",17,All areas are prime farmland,76
"Ashland County, Ohio",CoD,"Chili and Conotton soils, 12 to 18 percent slopes",16,Not prime farmland,51
"Ashland County, Ohio",CgC2,"Chili loam, 6 to 12 percent slopes, eroded",14,Not prime farmland,59
"Ashland County, Ohio",CuE,"Chili-Amanda complex, 18 to 25 percent slopes",14,Not prime farmland,53
"Ashland County, Ohio",CxB,"Coshocton silt loam, 2 to 6 percent slopes",13,All areas are prime farmland,72
"Ashland County, Ohio",Om,"Orrville silt loam, frequently flooded",13,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,69
"Ashland County, Ohio",WtE,"Wooster silt loam, 18 to 25 percent slopes",13,Not prime farmland,55
"Ashland County, Ohio",ClC,"Chili gravelly loam, 6 to 12 percent slopes",12,Not prime farmland,60
"Ashland County, Ohio",CoE,"Chili and Conotton soils, 18 to 25 percent slopes",12,Not prime farmland,46
"Ashland County, Ohio",BgB,"Bogart loam, 2 to 6 percent slopes",9,All areas are prime farmland,69
"Ashland County, Ohio",HkA,"Haskins loam, 0 to 3 percent slopes",9,Prime farmland if drained,77
"Ashland County, Ohio",Sk,"Shoals loam, coarse subsoil variant",9,Prime farmland if drained,62
"Ashland County, Ohio",CpB,"Chili silt loam, 2 to 6 percent slopes",8,All areas are prime farmland,67
"Ashland County, Ohio",GaC,"Gilpin silt loam, 6 to 12 percent slopes",8,Not prime farmland,61
"Ashland County, Ohio",GbC,"Gilpin silt loam, 8 to 15 percent slopes",8,Not prime farmland,59
"Ashland County, Ohio",AeD2,"Alexandria silty clay loam, 12 to 18 percent slopes, eroded",7,Not prime farmland,59
"Ashland County, Ohio",Cn,Condit silty clay loam,7,Prime farmland if drained,59
"Ashland County, Ohio",FbB,"Fitchville silt loam, 2 to 6 percent slopes",6,Prime farmland if drained,68
"Ashland County, Ohio",JoB,"Jimtown loam, 2 to 6 percent slopes",6,Prime farmland if drained,64
"Ashland County, Ohio",MeC2,"Mechanicsburg silt loam, 6 to 12 percent slopes, eroded",6,Not prime farmland,66
"Ashland County, Ohio",JmA,"Jimtown loam, 0 to 3 percent slopes",4,Prime farmland if drained,66
"Ashland County, Ohio",LfB,"Latham silt loam, 2 to 6 percent slopes",4,All areas are prime farmland,64
"Ashland County, Ohio",WsC2,"Wooster silt loam, 6 to 12 percent slopes, moderately eroded",4,Not prime farmland,73
"Ashland County, Ohio",CxC2,"Coshocton silt loam, 6 to 15 percent slopes, eroded",3,Not prime farmland,65
"Ashland County, Ohio",Fr,"Frenchtown silt loam, 0 to 2 percent slopes",3,Prime farmland if drained,58
"Ashland County, Ohio",BnB2,"Bennington silt loam, 2 to 6 percent slopes, moderately eroded",2,Prime farmland if drained,63
"Ashland County, Ohio",Crd1B1,"Cardington silt loam, 2 to 6 percent slopes",2,All areas are prime farmland,69
"Ashland County, Ohio",ElF,"Ellsworth silt loam, 25 to 70 percent slopes",2,Not prime farmland,NA
"Ashland County, Ohio",SaD,"Schaffenaker loamy sand, 12 to 25 percent slopes",2,Not prime farmland,13
"Ashland County, Ohio",AdC2,"Alexandria silt loam, 6 to 12 percent slopes, moderately eroded",1,Not prime farmland,65
"Ashland County, Ohio",BzF,"Brownsville-Westmoreland complex, 25 to 40 percent slopes",1,Not prime farmland,NA
"Ashland County, Ohio",CsC,"Conotton gravelly loam, 2 to 12 percent slopes",1,Not prime farmland,54
"Ashland County, Ohio",FgA,"Fitchville silt loam, gravelly subsoil, 0 to 2 percent slopes",1,Prime farmland if drained,68
"Ashland County, Ohio",HaA,"Haskins silt loam, 0 to 3 percent slopes",1,Prime farmland if drained,77
"Ashland County, Ohio",LuE,"Lordstown and Loudonville silt loams, 18 to 25 percent slopes",1,Not prime farmland,47
"Ashland County, Ohio",OvB,"Oshtemo fine sandy loam, 2 to 6 percent slopes",1,All areas are prime farmland,64
"Ashland County, Ohio",RoB,"Rawson loam, 2 to 6 percent slopes",1,All areas are prime farmland,73
"Ashland County, Ohio",TvC,"Titusville silt loam, 6 to 12 percent slopes",1,Not prime farmland,65
"Ashland County, Ohio",TyA,"Trumbull silty clay loam, 0 to 2 percent slopes",1,Not prime farmland,55
"Ashtabula County, Ohio",MhA,"Mill silt loam, 0 to 2 percent slopes",140326,Prime farmland if drained,56
"Ashtabula County, Ohio",PrB,"Platea-Darien silt loams, 2 to 6 percent slopes",96454,Farmland of unique importance,60
"Ashtabula County, Ohio",WcA,"Wick silt loam, 0 to 2 percent slopes, frequently flooded",20230,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,56
"Ashtabula County, Ohio",DeC,"Darien and Platea silt loams, 6 to 12 percent slopes",17621,Farmland of unique importance,57
"Ashtabula County, Ohio",PrA,"Platea-Darien silt loams, 0 to 2 percent slopes",17588,Farmland of unique importance,62
"Ashtabula County, Ohio",CtA,"Conneaut silt loam, 0 to 2 percent slopes",14097,Prime farmland if drained,59
"Ashtabula County, Ohio",VeB,"Venango silt loam, 2 to 6 percent slopes",13167,Prime farmland if drained,62
"Ashtabula County, Ohio",StA,"Stanhope silt loam, 0 to 2 percent slopes, frequently flooded",9919,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,56
"Ashtabula County, Ohio",W,Water,7225,Not prime farmland,NA
"Ashtabula County, Ohio",Ud,Udorthents,6620,Not prime farmland,NA
"Ashtabula County, Ohio",GaF,"Gageville silt loam, 18 to 50 percent slopes",6614,Not prime farmland,NA
"Ashtabula County, Ohio",PaA,"Painesville fine sandy loam, 0 to 2 percent slopes",6447,Prime farmland if drained,68
"Ashtabula County, Ohio",CkB,"Chenango gravelly loam, 2 to 6 percent slopes",5937,All areas are prime farmland,61
"Ashtabula County, Ohio",CcA,"Canadice silt loam, 0 to 2 percent slopes",5898,Farmland of local importance,52
"Ashtabula County, Ohio",OtA,"Otego silt loam, 0 to 2 percent slopes, frequently flooded",5318,Prime farmland if protected from flooding or not frequently flooded during the growing season,69
"Ashtabula County, Ohio",CaB,"Cambridge silt loam, 2 to 6 percent slopes",4754,All areas are prime farmland,64
"Ashtabula County, Ohio",SbA,"Sebring silt loam, 0 to 2 percent slopes",4626,Prime farmland if drained,58
"Ashtabula County, Ohio",EnB,"Elnora loamy fine sand, 1 to 5 percent slopes",4414,Farmland of unique importance,52
"Ashtabula County, Ohio",CeA,"Caneadea-Canadice silt loams, 0 to 2 percent slopes",4371,Farmland of local importance,55
"Ashtabula County, Ohio",PeD,"Pierpont silt loam, 12 to 18 percent slopes",3876,Farmland of local importance,53
"Ashtabula County, Ohio",FcA,"Fitchville silt loam, 0 to 2 percent slopes",3650,Prime farmland if drained,70
"Ashtabula County, Ohio",HaA,"Harbor fine sandy loam, 0 to 3 percent slopes",3368,All areas are prime farmland,61
"Ashtabula County, Ohio",HoA,"Hornell silt loam, 0 to 2 percent slopes",3221,Prime farmland if drained,55
"Ashtabula County, Ohio",CaC,"Cambridge silt loam, 6 to 12 percent slopes",3078,Farmland of local importance,62
"Ashtabula County, Ohio",TyB,"Tyner-Otisville complex, 2 to 6 percent slopes",2992,Farmland of unique importance,43
"Ashtabula County, Ohio",RhB,"Red Hook silt loam, 2 to 6 percent slopes",2939,Prime farmland if drained,60
"Ashtabula County, Ohio",RhA,"Red Hook silt loam, 0 to 2 percent slopes",2642,Prime farmland if drained,63
"Ashtabula County, Ohio",CkC,"Chenango gravelly loam, 6 to 12 percent slopes",2441,Farmland of unique importance,60
"Ashtabula County, Ohio",CdB,"Caneadea silt loam, 2 to 6 percent slopes",2168,Farmland of local importance,60
"Ashtabula County, Ohio",KfA,"Kingsville loamy fine sand, 0 to 2 percent slopes",1971,Farmland of unique importance,52
"Ashtabula County, Ohio",PrB2,"Platea-Darien silt loams, 2 to 6 percent slopes, eroded",1935,Farmland of unique importance,57
"Ashtabula County, Ohio",CuA,"Conneaut-Urban land complex, 0 to 2 percent slopes",1921,Not prime farmland,NA
"Ashtabula County, Ohio",CoB,"Colonie loamy fine sand, 2 to 6 percent slopes",1893,Farmland of unique importance,51
"Ashtabula County, Ohio",CdA,"Caneadea silt loam, 0 to 2 percent slopes",1785,Farmland of local importance,63
"Ashtabula County, Ohio",CfF,"Cardinal silt loam, 18 to 50 percent slopes",1661,Not prime farmland,NA
"Ashtabula County, Ohio",FcB,"Fitchville silt loam, 2 to 6 percent slopes",1652,Prime farmland if drained,68
"Ashtabula County, Ohio",CkA,"Chenango gravelly loam, 0 to 2 percent slopes",1256,All areas are prime farmland,63
"Ashtabula County, Ohio",BkB,"Blakeslee silt loam, 2 to 6 percent slopes",1047,All areas are prime farmland,69
"Ashtabula County, Ohio",Pg,"Pits, gravel",1027,Not prime farmland,NA
"Ashtabula County, Ohio",HbB,"Harbor-Urban land complex, 0 to 6 percent slopes",1002,Not prime farmland,NA
"Ashtabula County, Ohio",DhB,"Darien-Hornell silt loams, 2 to 6 percent slopes",982,Prime farmland if drained,57
"Ashtabula County, Ohio",PeC2,"Pierpont silt loam, 6 to 12 percent slopes, eroded",970,Farmland of local importance,57
"Ashtabula County, Ohio",VeA,"Venango silt loam, 0 to 2 percent slopes",969,Prime farmland if drained,64
"Ashtabula County, Ohio",CkD,"Chenango gravelly loam, 12 to 18 percent slopes",908,Farmland of unique importance,58
"Ashtabula County, Ohio",MtA,"Mitiwanga silt loam, 0 to 2 percent slopes",905,Prime farmland if drained,65
"Ashtabula County, Ohio",Un,Urban land,890,Not prime farmland,NA
"Ashtabula County, Ohio",MtB,"Mitiwanga silt loam, 2 to 6 percent slopes",840,Prime farmland if drained,62
"Ashtabula County, Ohio",UtB,"Urban land-Tyner-Otisville complex, 2 to 6 percent slopes",829,Not prime farmland,NA
"Ashtabula County, Ohio",CpB,"Colonie-Urban land complex, 2 to 6 percent slopes",663,Not prime farmland,NA
"Ashtabula County, Ohio",UrB,"Urban land-Elnora complex, 1 to 5 percent slopes",658,Not prime farmland,NA
"Ashtabula County, Ohio",WeA,"Willette muck, 0 to 1 percent slopes",633,Not prime farmland,78
"Ashtabula County, Ohio",HoB,"Hornell silt loam, 2 to 6 percent slopes",614,Prime farmland if drained,53
"Ashtabula County, Ohio",GfB,"Glenford silt loam, 2 to 6 percent slopes",528,All areas are prime farmland,78
"Ashtabula County, Ohio",OrA,"Orrville silt loam, 0 to 2 percent slopes, frequently flooded",512,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,69
"Ashtabula County, Ohio",PtB,"Platea-Urban land complex, 2 to 6 percent slopes",505,Not prime farmland,NA
"Ashtabula County, Ohio",CoD,"Colonie loamy fine sand, 12 to 18 percent slopes",418,Farmland of unique importance,45
"Ashtabula County, Ohio",CaD,"Cambridge silt loam, 12 to 18 percent slopes",403,Not prime farmland,56
"Ashtabula County, Ohio",GfA,"Glenford silt loam, 0 to 2 percent slopes",397,All areas are prime farmland,81
"Ashtabula County, Ohio",HmA,"Holly silt loam, 0 to 2 percent slopes, frequently flooded",397,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,58
"Ashtabula County, Ohio",DeC2,"Darien and Platea silt loams, 6 to 12 percent slopes, eroded",362,Farmland of unique importance,54
"Ashtabula County, Ohio",PbA,"Painesville-Urban land complex, 0 to 2 percent slopes",309,Not prime farmland,NA
"Ashtabula County, Ohio",BkC,"Blakeslee silt loam, 6 to 12 percent slopes",285,Farmland of unique importance,64
"Ashtabula County, Ohio",OuC,"Otisville gravelly sandy loam, 6 to 12 percent slopes",280,Not prime farmland,33
"Ashtabula County, Ohio",CgA,"Carlisle muck, 0 to 1 percent slopes",263,Not prime farmland,68
"Ashtabula County, Ohio",BkA,"Blakeslee silt loam, 0 to 2 percent slopes",195,All areas are prime farmland,71
"Ashtabula County, Ohio",CfD2,"Cardinal silt loam, 12 to 18 percent slopes, eroded",163,Not prime farmland,30
"Ashtabula County, Ohio",HaC,"Harbor fine sandy loam, 6 to 12 percent slopes",152,Farmland of local importance,57
"Ashtabula County, Ohio",Rw,Riverwash,138,Not prime farmland,NA
"Ashtabula County, Ohio",CfC2,"Cardinal silt loam, 6 to 12 percent slopes, eroded",129,Farmland of local importance,42
"Ashtabula County, Ohio",GfC,"Glenford silt loam, 6 to 12 percent slopes",110,Farmland of local importance,75
"Ashtabula County, Ohio",PtC,"Platea-Urban land complex, 6 to 12 percent slopes",107,Not prime farmland,NA
"Ashtabula County, Ohio",La,Landfills,105,Not prime farmland,NA
"Ashtabula County, Ohio",ToC,"Towerville silt loam, 6 to 12 percent slopes",91,Not prime farmland,51
"Ashtabula County, Ohio",Be,Beaches,86,Not prime farmland,NA
"Ashtabula County, Ohio",ToD,"Towerville silt loam, 12 to 18 percent slopes",80,Not prime farmland,46
"Ashtabula County, Ohio",GfD,"Glenford silt loam, 12 to 18 percent slopes",63,Farmland of local importance,65
"Ashtabula County, Ohio",Pk,"Pits, quarry",11,Not prime farmland,NA
"Ashtabula County, Ohio",DAM,Dam,3,Not prime farmland,NA
"Athens County, Ohio",WkF,"Westmoreland-Guernsey silt loams, benched, 40 to 70 percent slopes",23750,Not prime farmland,NA
"Athens County, Ohio",WhD,"Westmoreland-Guernsey silt loams, 15 to 25 percent slopes",21090,Farmland of local importance,59
"Athens County, Ohio",DtF,"Dekalb-Westmoreland complex, 40 to 70 percent slopes",16070,Not prime farmland,NA
"Athens County, Ohio",WmE,"Westmoreland-Upshur complex, 25 to 40 percent slopes",16010,Not prime farmland,NA
"Athens County, Ohio",VbD,"Vandalia-Brookside complex, 15 to 25 percent slopes",15400,Farmland of local importance,57
"Athens County, Ohio",WmD,"Westmoreland-Upshur complex, 15 to 25 percent slopes",14660,Farmland of local importance,57
"Athens County, Ohio",WhE,"Westmoreland-Guernsey silt loams, 25 to 40 percent slopes",14140,Not prime farmland,NA
"Athens County, Ohio",StF,"Steinsburg sandy loam, 40 to 70 percent slopes",10670,Not prime farmland,NA
"Athens County, Ohio",WmF,"Westmoreland-Upshur complex, 40 to 70 percent slopes",9890,Not prime farmland,NA
"Athens County, Ohio",GuD,"Guernsey-Upshur complex, 15 to 25 percent slopes",9201,Farmland of local importance,52
"Athens County, Ohio",Chg1AF,"Chagrin silt loam, 0 to 3 percent slopes, frequently flooded",8960,Prime farmland if protected from flooding or not frequently flooded during the growing season,57
"Athens County, Ohio",DtE,"Dekalb-Westmoreland complex, 25 to 40 percent slopes",7780,Not prime farmland,NA
"Athens County, Ohio",GsC,"Guernsey silt loam, 8 to 15 percent slopes",7389,Farmland of local importance,67
"Athens County, Ohio",WhF,"Westmoreland-Guernsey silt loams, 40 to 70 percent slopes",7380,Not prime farmland,NA
"Athens County, Ohio",BrD,"Brookside silt loam, 15 to 25 percent slopes",6980,Farmland of local importance,56
"Athens County, Ohio",UpD,"Upshur silty clay loam, 15 to 25 percent slopes",6870,Farmland of local importance,50
"Athens County, Ohio",KnL1AF,"Kinnick-Lindside silt loams, 0 to 3 percent slopes, frequently flooded",6661,Prime farmland if protected from flooding or not frequently flooded during the growing season,71
"Athens County, Ohio",BkF,"Berks-Westmoreland silt loams, 40 to 70 percent slopes",6240,Not prime farmland,NA
"Athens County, Ohio",WhC,"Westmoreland-Guernsey silt loams, 8 to 15 percent slopes",5620,Farmland of local importance,61
"Athens County, Ohio",Omu1B1,"Omulga silt loam, 2 to 6 percent slopes",5142,All areas are prime farmland,65
"Athens County, Ohio",Omu1C1,"Omulga silt loam, 6 to 12 percent slopes",5094,Farmland of local importance,61
"Athens County, Ohio",WdC,"Wellston silt loam, 8 to 15 percent slopes",4890,Farmland of local importance,67
"Athens County, Ohio",Hay1AF,"Haymond silt loam, 0 to 3 percent slopes, frequently flooded",4803,Prime farmland if protected from flooding or not frequently flooded during the growing season,57
"Athens County, Ohio",EbF,"Elba-Brookside-Berks complex, 40 to 70 percent slopes",4480,Not prime farmland,NA
"Athens County, Ohio",DuF,"Dekalb-Westmoreland complex, benched, 40 to 70 percent slopes",4340,Not prime farmland,NA
"Athens County, Ohio",GuC,"Guernsey-Upshur complex, 8 to 15 percent slopes",4203,Farmland of local importance,61
