"areaname"|"mukey"|"musym"|"muname"|"mapunit_acres"|"survey_acres"
"Brown County, Ohio"|169727|"LwB2"|"Lowell silt loam, 3 to 8 percent slopes, eroded"|191|315661
"Brown County, Ohio"|1585761|"MvD2"|"Morrisville silty clay loam, 12 to 18 percent slopes, eroded"|20|315661
"Brown County, Ohio"|169728|"No"|"Nolin silt loam, occasionally flooded"|2403|315661
"Brown County, Ohio"|169729|"PaC2"|"Pate silty clay, 8 to 15 percent slopes, eroded"|389|315661
"Brown County, Ohio"|169730|"PaD2"|"Pate silty clay, 15 to 25 percent slopes, eroded"|906|315661
"Brown County, Ohio"|169731|"PaE2"|"Pate silty clay, 25 to 35 percent slopes, eroded"|11088|315661
"Brown County, Ohio"|169733|"RpC2"|"Rossmoyne silt loam, 6 to 12 percent slopes, eroded"|17431|315661
"Brown County, Ohio"|1585749|"RrC3"|"Rossmoyne silty clay loam, 6 to 12 percent slopes, severely eroded"|11|315661
"Brown County, Ohio"|169734|"RwC3"|"Rossmoyne-Bonnell complex, 6 to 12 percent slopes, severely eroded"|2645|315661
"Brown County, Ohio"|169735|"SaB"|"Sardinia silt loam, 1 to 6 percent slopes"|1345|315661
"Brown County, Ohio"|1585755|"SbB"|"Sardinia silt loam, 2 to 6 percent slopes"|2|315661
"Brown County, Ohio"|169736|"ScA"|"Sciotoville silt loam, 0 to 2 percent slopes"|759|315661
"Brown County, Ohio"|1585762|"SgA"|"Shoals silt loam, 0 to 1 percent slopes, occasionally flooded, brief duration"|26|315661
"Brown County, Ohio"|169737|"Sh"|"Shoals silt loam, 0 to 2 percent slopes, frequently flooded, brief duration"|1342|315661
"Brown County, Ohio"|1585763|"SoA"|"Sloan silt loam, sandy substratum, 0 to 1 percent slopes, occasionally flooded"|15|315661
"Brown County, Ohio"|169738|"W"|"Water"|2046|315661
"Brown County, Ohio"|2403330|"WsS1A1"|"Westboro-Schaffer silt loams, 0 to 2 percent slopes"|41345|315661
"Brown County, Ohio"|2403329|"WsS1B1"|"Westboro-Schaffer silt loams, 2 to 4 percent slopes"|3465|315661
"Brown County, Ohio"|169739|"WvB"|"Williamsburg silt loam, 2 to 6 percent slopes"|2631|315661
"Butler County, Ohio"|1711568|"AwA"|"Avonburg-Urban land complex, 0 to 2 percent slopes"|19|300755
"Butler County, Ohio"|169742|"Bt"|"Brenton silt loam"|709|300755
"Butler County, Ohio"|169743|"CdD2"|"Casco and Rodman gravelly loams, 6 to 18 percent slopes, moderately eroded"|505|300755
"Butler County, Ohio"|169744|"CdE"|"Casco and Rodman gravelly loams, 18 to 35 percent slopes"|301|300755
"Butler County, Ohio"|169745|"CeB"|"Celina silt loam, 2 to 6 percent slopes"|509|300755
"Butler County, Ohio"|1589960|"CeB2"|"Celina silt loam, 2 to 6 percent slopes, eroded"|22|300755
"Butler County, Ohio"|169746|"CnC2"|"Cincinnati silt loam, 6 to 12 percent slopes, eroded"|457|300755
"Butler County, Ohio"|169747|"CrA"|"Crosby silt loam, Southern Ohio Till Plain, 0 to 2 percent slopes"|709|300755
"Butler County, Ohio"|1589961|"CtA"|"Crosby-Celina silt loams, 0 to 2 percent slopes"|20|300755
"Butler County, Ohio"|1589962|"CtB"|"Crosby-Celina silt loams, 2 to 4 percent slopes"|16|300755
"Butler County, Ohio"|1589963|"CvA"|"Cyclone silt loam, 0 to 2 percent slopes"|514|300755
"Butler County, Ohio"|169748|"DaA"|"Dana silt loam, 0 to 2 percent slopes"|1099|300755
"Butler County, Ohio"|169749|"DaB"|"Dana silt loam, 2 to 6 percent slopes"|4841|300755
"Butler County, Ohio"|169750|"DbB"|"Dana silt loam, bedrock substratum, 2 to 8 percent slopes"|1214|300755
"Butler County, Ohio"|169751|"EcE2"|"Eden silty clay loam, 15 to 25 percent slopes, moderately eroded"|16776|300755
"Butler County, Ohio"|169752|"EcF2"|"Eden silty clay loam, 25 to 50 percent slopes, moderately eroded"|2210|300755
"Butler County, Ohio"|1721610|"EdB"|"Eden-Urban land complex, 3 to 8 percent slopes"|3|300755
"Butler County, Ohio"|1721611|"EdC"|"Eden-Urban land complex, 8 to 15 percent slopes"|13|300755
"Butler County, Ohio"|169753|"Ee"|"Eel silt loam"|1202|300755
"Butler County, Ohio"|169754|"ElA"|"Eldean loam, 0 to 2 percent slopes"|5865|300755
"Butler County, Ohio"|1589964|"ElB"|"Eldean loam, 2 to 6 percent slopes"|3|300755
"Butler County, Ohio"|169755|"ElB2"|"Eldean loam, 2 to 6 percent slopes, moderately eroded"|2650|300755
"Butler County, Ohio"|169756|"ElC2"|"Eldean loam, 6 to 12 percent slopes, moderately eroded"|699|300755
"Butler County, Ohio"|169757|"EnA"|"Eldean gravelly loam, 0 to 2 percent slopes"|175|300755
"Butler County, Ohio"|169758|"EnB2"|"Eldean gravelly loam, 2 to 6 percent slopes, moderately eroded"|555|300755
"Butler County, Ohio"|169759|"EuA"|"Eldean-Urban land complex, nearly level"|8811|300755
"Butler County, Ohio"|169760|"EuB"|"Eldean-Urban land complex, gently sloping"|1747|300755
"Butler County, Ohio"|169761|"FcA"|"Fincastle silt loam, Southern Ohio Till Plain, 0 to 2 percent slopes"|9718|300755
"Butler County, Ohio"|169762|"FcB"|"Fincastle silt loam, 2 to 6 percent slopes"|2211|300755
"Butler County, Ohio"|169763|"FdA"|"Fincastle silt loam, bedrock substratum, 0 to 2 percent slopes"|4368|300755
"Butler County, Ohio"|169764|"FdB"|"Fincastle silt loam, bedrock substratum, 2 to 6 percent slopes"|2099|300755
"Butler County, Ohio"|1721612|"FeA"|"Fincastle-Urban land complex, 0 to 2 percent slopes"|13|300755
"Butler County, Ohio"|169765|"Gn"|"Genesee loam"|9161|300755
"Butler County, Ohio"|169766|"Go"|"Genesee-Urban land complex"|1727|300755
"Butler County, Ohio"|169767|"HeE2"|"Hennepin-Miamian silt loams, 18 to 25 percent slopes, moderately eroded"|7906|300755
"Butler County, Ohio"|169768|"HeF"|"Hennepin-Miamian silt loams, 25 to 50 percent slopes"|4191|300755
"Butler County, Ohio"|1589965|"HeF2"|"Hennepin-Miamian silt loams, 25 to 50 percent slopes, eroded"|10|300755
"Butler County, Ohio"|169769|"HoA"|"Henshaw silt loam, 0 to 2 percent slopes"|1208|300755
"Butler County, Ohio"|1589966|"HwE2"|"Hennepin-Wynn silt loams, 18 to 25 percent slopes, eroded"|91|300755
"Butler County, Ohio"|1589967|"HwF2"|"Hennepin-Wynn silt loams, 25 to 50 percent slopes, eroded"|38|300755
"Butler County, Ohio"|169791|"JoR1B1"|"Jonesboro-Rossmoyne silt loams, 2 to 6 percent slopes"|508|300755
"Butler County, Ohio"|2765120|"JoR1B2"|"Jonesboro-Rossmoyne silt loams, 2 to 6 percent slopes, eroded"|3|300755
"Butler County, Ohio"|1589968|"KeC2"|"Kendallville-Eldean silt loams, 6 to 12 percent slopes, eroded"|5|300755
"Butler County, Ohio"|1589969|"KeD2"|"Kendallville-Eldean silt loams, 12 to 18 percent slopes, eroded"|7|300755
"Butler County, Ohio"|1589970|"KnA"|"Kokomo silt loam, 0 to 1 percent slopes"|13|300755
"Butler County, Ohio"|1589971|"KoA"|"Kokomo silty clay loam, 0 to 1 percent slopes"|25|300755
"Butler County, Ohio"|169770|"La"|"Landes sandy loam"|896|300755
"Butler County, Ohio"|169771|"Lg"|"Lanier fine sandy loam"|4599|300755
"Butler County, Ohio"|1721613|"Lh"|"Lanier sandy loam, occasionally flooded"|12|300755
"Butler County, Ohio"|1721614|"MaB"|"Markland silty clay loam, 2 to 6 percent slopes"|21|300755
"Butler County, Ohio"|1721615|"McA"|"Martinsville silt loam, 0 to 2 percent slopes"|4|300755
"Butler County, Ohio"|1721616|"MkC2"|"Miamian silt loam, 8 to 15 percent slopes, eroded"|157|300755
"Butler County, Ohio"|169772|"MlB2"|"Miamian silt loam, 2 to 6 percent slopes, eroded"|5563|300755
"Butler County, Ohio"|169773|"MlC2"|"Miamian silt loam, 6 to 12 percent slopes, moderately eroded"|2678|300755
"Butler County, Ohio"|169774|"MlD2"|"Miamian silt loam, 12 to 18 percent slopes, eroded"|341|300755
"Butler County, Ohio"|169775|"MnC3"|"Miamian clay loam, shallow to dense till substratum, 6 to 12 percent slopes, severely eroded"|662|300755
"Butler County, Ohio"|169776|"MnD3"|"Miamian clay loam, shallow to dense till substratum, 12 to 18 percent slopes, severely eroded"|879|300755
"Butler County, Ohio"|1589972|"MoB2"|"Miamian-Celina silt loams, 2 to 6 percent slopes, eroded"|131|300755
"Butler County, Ohio"|1721617|"MoD2"|"Miamian-Hennepin silt loams, 15 to 25 percent slopes, eroded"|49|300755
"Butler County, Ohio"|1589975|"MpE2"|"Miamian-Hennepin silt loams, 18 to 25 percent slopes, eroded"|80|300755
"Butler County, Ohio"|1589973|"MrC3"|"Miamian-Losantville clay loams, 6 to 12 percent slopes, severely eroded"|30|300755
"Butler County, Ohio"|1589974|"MrD3"|"Miamian-Losantville clay loams, 12 to 18 percent slopes, severely eroded"|1|300755
"Butler County, Ohio"|169777|"MsC2"|"Miamian-Russell silt loams, 6 to 12 percent slopes, eroded"|9853|300755
"Butler County, Ohio"|169778|"MsD2"|"Miamian-Russell silt loams, 12 to 18 percent slopes, moderately eroded"|2086|300755
"Butler County, Ohio"|169779|"MtC2"|"Miamian-Russell silt loams, bedrock substratum, 6 to 12 percent slopes, moderately eroded"|7538|300755
"Butler County, Ohio"|169780|"MuC"|"Miamian-Urban land complex, sloping"|2014|300755
"Butler County, Ohio"|1589976|"MvA"|"Milford silty clay loam, 0 to 2 percent slopes"|29|300755
"Butler County, Ohio"|1721618|"MvC"|"Miamian-Urban land complex, 8 to 15 percent slopes"|37|300755
"Butler County, Ohio"|169781|"OcA"|"Ockley silt loam, Southern Ohio Till Plain, 0 to 2 percent slopes"|2411|300755
"Butler County, Ohio"|169782|"OcB"|"Ockley silt loam, Southern Ohio Till Plain, 2 to 6 percent slopes"|1490|300755
"Butler County, Ohio"|169783|"Pa"|"Patton silty clay loam, 0 to 2 percent slopes"|4928|300755
"Butler County, Ohio"|169784|"Pg"|"Pits, gravel"|1279|300755
"Butler County, Ohio"|169785|"PrB"|"Princeton sandy loam, 2 to 8 percent slopes"|172|300755
"Butler County, Ohio"|1721619|"PtB"|"Princeton sandy loam, 2 to 6 percent slopes"|9|300755
"Butler County, Ohio"|169786|"Ra"|"Ragsdale silty clay loam, 0 to 2 percent slopes"|3829|300755
"Butler County, Ohio"|1589977|"RbB2"|"Rainsville silt loam, 2 to 6 percent slopes, eroded"|10|300755
"Butler County, Ohio"|169787|"RdA"|"Raub silt loam, 0 to 2 percent slopes"|2948|300755
"Butler County, Ohio"|169788|"RdB"|"Raub silt loam, 2 to 6 percent slopes"|527|300755
"Butler County, Ohio"|169789|"Rh"|"Riverwash"|321|300755
"Butler County, Ohio"|169790|"Rn"|"Ross loam"|5304|300755
"Butler County, Ohio"|1589978|"RoA"|"Rossburg silt loam, moderately wet, sandy substratum, 0 to 1 percent slopes, occasionally flooded"|99|300755
"Butler County, Ohio"|1721622|"RsB2"|"Russell silt loam, 3 to 8 percent slopes, eroded"|66|300755
"Butler County, Ohio"|169792|"RtB"|"Russell silt loam, 2 to 6 percent slopes"|895|300755
"Butler County, Ohio"|169793|"RvB"|"Russell-Miamian silt loams, 2 to 6 percent slopes"|5585|300755
"Butler County, Ohio"|169794|"RvB2"|"Russell-Miamian silt loams, 2 to 6 percent slopes, moderately eroded"|13560|300755
"Butler County, Ohio"|169795|"RwB"|"Russell-Miamian silt loams, bedrock substratum, 2 to 6 percent slopes"|4969|300755
"Butler County, Ohio"|169796|"RwB2"|"Russell-Miamian silt loams, bedrock substratum, 2 to 6 percent slopes, moderately eroded"|15984|300755
"Butler County, Ohio"|169797|"RxB"|"Russell-Urban land complex, gently sloping"|6940|300755
"Butler County, Ohio"|1721623|"RzB"|"Russell-Urban land complex, 3 to 8 percent slopes"|110|300755
"Butler County, Ohio"|169798|"Sh"|"Shoals silt loam, 0 to 2 percent slopes, frequently flooded, brief duration"|485|300755
"Butler County, Ohio"|169799|"SlA"|"Sleeth silt loam, 0 to 2 percent slopes"|275|300755
"Butler County, Ohio"|169800|"St"|"Stonelick fine sandy loam"|4566|300755
"Butler County, Ohio"|1589979|"SwA"|"Stonelick loam, gravelly substratum, 0 to 1 percent slopes, frequently flooded"|10|300755
"Butler County, Ohio"|169801|"ThA"|"Thackery silt loam, 0 to 2 percent slopes"|342|300755
"Butler County, Ohio"|169802|"TpA"|"Tippecanoe silt loam, 0 to 2 percent slopes"|2145|300755
"Butler County, Ohio"|169803|"Ud"|"Udorthents"|1936|300755
"Butler County, Ohio"|169804|"Uf"|"Udorthents and Dumps"|986|300755
"Butler County, Ohio"|169805|"UnA"|"Uniontown silt loam, 0 to 2 percent slopes"|278|300755
"Butler County, Ohio"|169806|"UnB"|"Uniontown silt loam, 2 to 6 percent slopes"|612|300755
"Butler County, Ohio"|169807|"UpA"|"Urban land-Eldean complex, nearly level"|1764|300755
"Butler County, Ohio"|169808|"UsA"|"Urban land-Patton complex, nearly level"|659|300755
"Butler County, Ohio"|169809|"W"|"Water"|940|300755
"Butler County, Ohio"|169810|"WbA"|"Warsaw loam, 0 to 3 percent slopes"|1552|300755
"Butler County, Ohio"|169811|"WeA"|"Wea silt loam, 0 to 2 percent slopes"|1606|300755
"Butler County, Ohio"|169812|"WeB"|"Wea silt loam, 2 to 6 percent slopes"|312|300755
"Butler County, Ohio"|1589980|"WnA"|"Westland silt loam, 0 to 2 percent slopes"|493|300755
"Butler County, Ohio"|2655630|"WsS1A1"|"Westboro-Schaffer silt loams, 0 to 2 percent slopes"|138|300755
"Butler County, Ohio"|169813|"WuB"|"Wynn-Urban land complex, gently sloping"|605|300755
"Butler County, Ohio"|169814|"WuC"|"Wynn-Urban land complex, sloping"|756|300755
"Butler County, Ohio"|169815|"WyB"|"Wynn silt loam, 2 to 6 percent slopes"|1901|300755
"Butler County, Ohio"|169816|"WyB2"|"Wynn silt loam, 2 to 6 percent slopes, moderately eroded"|11904|300755
"Butler County, Ohio"|169817|"WyC2"|"Wynn silt loam, 6 to 12 percent slopes, moderately eroded"|26918|300755
"Butler County, Ohio"|1589981|"WyD2"|"Wynn silt loam, 12 to 18 percent slopes, eroded"|72|300755
"Butler County, Ohio"|169818|"WzC3"|"Wynn silty clay loam, 6 to 12 percent slopes, severely eroded"|271|300755
"Butler County, Ohio"|169819|"XeA"|"Xenia silt loam, Southern Ohio Till Plain, 0 to 2 percent slopes"|3077|300755
"Butler County, Ohio"|169820|"XeB"|"Xenia silt loam, Southern Ohio Till Plain, 2 to 6 percent slopes"|11017|300755
"Butler County, Ohio"|169821|"XeB2"|"Xenia silt loam, Southern Ohio Till Plain, 2 to 6 percent slopes, eroded"|3561|300755
"Butler County, Ohio"|169822|"XfA"|"Xenia silt loam, bedrock substratum, 0 to 2 percent slopes"|1289|300755
"Butler County, Ohio"|169823|"XfB"|"Xenia silt loam, bedrock substratum, 2 to 6 percent slopes"|12393|300755
"Butler County, Ohio"|169824|"XfB2"|"Xenia silt loam, bedrock substratum, 2 to 6 percent slopes, moderately eroded"|3850|300755
"Champaign County, Ohio"|171418|"Ag"|"Algiers silt loam"|3949|275174
"Champaign County, Ohio"|171419|"BsA"|"Brookston silty clay loam, fine texture, 0 to 2 percent slopes"|30960|275174
"Champaign County, Ohio"|171420|"BsB"|"Brookston silty clay loam, 2 to 6 percent slopes"|2546|275174
"Champaign County, Ohio"|171421|"Ca"|"Carlisle muck"|2593|275174
"Champaign County, Ohio"|171422|"CcB"|"Casco loam, 2 to 6 percent slopes"|382|275174
"Champaign County, Ohio"|171423|"CcC2"|"Casco loam, 6 to 12 percent slopes, moderately eroded"|1038|275174
"Champaign County, Ohio"|1413779|"CfD2"|"Casco gravelly loam, 12 to 20 percent slopes, eroded"|18|275174
"Champaign County, Ohio"|171424|"CgD2"|"Casco gravelly loam, 12 to 18 percent slopes, moderately eroded"|626|275174
"Champaign County, Ohio"|1413808|"ChD2"|"Casco-Eldean complex, 12 to 18 percent slopes, moderately eroded"|2|275174
"Champaign County, Ohio"|171425|"CmD2"|"Casco-Miami-Fox complex, 12 to 18 percent slopes, moderately eroded"|975|275174
"Champaign County, Ohio"|171426|"CnA"|"Celina silt loam, 0 to 2 percent slopes"|660|275174
"Champaign County, Ohio"|171427|"CnB"|"Celina silt loam, 2 to 6 percent slopes"|26719|275174
"Champaign County, Ohio"|171428|"CnB2"|"Celina silt loam, 2 to 6 percent slopes, eroded"|228|275174
"Champaign County, Ohio"|171429|"CnC2"|"Celina silt loam, 6 to 12 percent slopes, moderately eroded"|562|275174
"Champaign County, Ohio"|171430|"CoB"|"Celina bouldery silt loam, 2 to 6 percent slopes"|109|275174
"Champaign County, Ohio"|171431|"CrA"|"Crosby silt loam, Southern Ohio Till Plain, 0 to 2 percent slopes"|18984|275174
"Champaign County, Ohio"|171432|"CrB"|"Crosby silt loam, Southern Ohio Till Plain, 2 to 6 percent slopes"|32535|275174
"Champaign County, Ohio"|171433|"CsB"|"Crosby bouldery silt loam, 0 to 6 percent slopes"|114|275174
"Champaign County, Ohio"|1413818|"CtA"|"Crosby-Lewisburg silt loams, 0 to 2 percent slopes"|11|275174
"Champaign County, Ohio"|1413819|"CtB"|"Crosby-Lewisburg silt loams, 2 to 6 percent slopes"|215|275174
"Champaign County, Ohio"|1413809|"DeB"|"Del Rey silt loam, 2 to 6 percent slopes"|1|275174
"Champaign County, Ohio"|171434|"Ed"|"Edwards muck"|236|275174
"Champaign County, Ohio"|171435|"Ee"|"Eel silt loam"|661|275174
"Champaign County, Ohio"|1413780|"EmA"|"Eldean silt loam, 0 to 2 percent slopes"|794|275174
"Champaign County, Ohio"|1413781|"EmB"|"Eldean silt loam, 2 to 6 percent slopes"|103|275174
"Champaign County, Ohio"|1413782|"EmB2"|"Eldean silt loam, 2 to 6 percent slopes, eroded"|12|275174
"Champaign County, Ohio"|1413810|"EmC2"|"Eldean silt loam, 6 to 12 percent slopes, moderately eroded"|6|275174
"Champaign County, Ohio"|1413783|"EpC2"|"Eldean-Miamian complex, 6 to 12 percent slopes, eroded"|12|275174
"Champaign County, Ohio"|1413784|"EpD2"|"Eldean-Miamian complex, 12 to 18 percent slopes, eroded"|3|275174
"Champaign County, Ohio"|1413785|"EpE2"|"Eldean-Miamian complex, 18 to 30 percent slopes, eroded"|22|275174
"Champaign County, Ohio"|171436|"FlB"|"Fox loam, 2 to 6 percent slopes"|184|275174
"Champaign County, Ohio"|171437|"FmB"|"Fox sandy loam, 2 to 6 percent slopes"|131|275174
"Champaign County, Ohio"|171438|"FnA"|"Fox silt loam, 0 to 2 percent slopes"|16368|275174
"Champaign County, Ohio"|171439|"FnB"|"Fox silt loam, 2 to 6 percent slopes"|8474|275174
"Champaign County, Ohio"|171440|"FnB2"|"Fox silt loam, 2 to 6 percent slopes, moderately eroded"|835|275174
"Champaign County, Ohio"|171441|"FnC2"|"Fox silt loam, 6 to 12 percent slopes, moderately eroded"|1206|275174
"Champaign County, Ohio"|171442|"FoC2"|"Fox-Miami silt loams, 6 to 12 percent slopes, moderately eroded"|518|275174
"Champaign County, Ohio"|171443|"Gn"|"Genesee silt loam, 0 to 2 percent slopes, occasionally flooded"|2227|275174
"Champaign County, Ohio"|1413786|"Go"|"Genesee silt loam, till substratum, 0 to 2 percent slopes, occasionally flooded"|84|275174
"Champaign County, Ohio"|2569649|"Gwg5C2"|"Glynwood clay loam, ground moraine, 6 to 12 percent slopes, eroded"|3|275174
"Champaign County, Ohio"|171445|"HeA"|"Henshaw silt loam, 0 to 2 percent slopes"|121|275174
"Champaign County, Ohio"|171446|"HeB"|"Henshaw silt loam, 2 to 6 percent slopes"|64|275174
"Champaign County, Ohio"|171447|"HoA"|"Homer silt loam, 0 to 2 percent slopes"|2721|275174
"Champaign County, Ohio"|171448|"IoA"|"Ionia silt loam, 0 to 2 percent slopes"|836|275174
"Champaign County, Ohio"|171449|"IoB"|"Ionia silt loam, 2 to 6 percent slopes"|140|275174
"Champaign County, Ohio"|171450|"KaA"|"Kane silt loam, 0 to 2 percent slopes"|473|275174
"Champaign County, Ohio"|171451|"KeA"|"Kendallville silt loam, 0 to 2 percent slopes"|87|275174
"Champaign County, Ohio"|171452|"KeB"|"Kendallville silt loam, 2 to 6 percent slopes"|1276|275174
"Champaign County, Ohio"|171453|"KeC2"|"Kendallville silt loam, 6 to 12 percent slopes, moderately eroded"|411|275174
"Champaign County, Ohio"|171454|"KeD2"|"Kendallville silt loam, 12 to 18 percent slopes, moderately eroded"|70|275174
"Champaign County, Ohio"|1413787|"Ko"|"Kokomo silty clay loam, 0 to 2 percent slopes"|1305|275174
"Champaign County, Ohio"|171455|"Ln"|"Linwood muck"|1797|275174
"Champaign County, Ohio"|1413788|"Lo"|"Linwood mucky silt loam, drained"|76|275174
"Champaign County, Ohio"|171456|"Lp"|"Lippincott silty clay loam"|17649|275174
"Champaign County, Ohio"|171458|"MbC"|"Miami bouldery silt loam, 2 to 12 percent slopes"|130|275174
"Champaign County, Ohio"|1542524|"MlA"|"Miami silt loam, 0 to 2 percent slopes"|3442|275174
"Champaign County, Ohio"|171460|"MlB"|"Miami silt loam, 2 to 6 percent slopes"|20804|275174
"Champaign County, Ohio"|171461|"MlB2"|"Miami silt loam, 2 to 6 percent slopes, moderately eroded"|1958|275174
"Champaign County, Ohio"|171463|"MlC2"|"Miami silt loam, 6 to 12 percent slopes, moderately eroded"|25460|275174
"Champaign County, Ohio"|171464|"MlD"|"Miamian silt loam, 12 to 18 percent slopes"|1471|275174
"Champaign County, Ohio"|171466|"MlE"|"Miami silt loam, 18 to 25 percent slopes"|518|275174
